Ensembl Gene ID	Ensembl Transcript ID	Description
ENSONIG00000020984	ENSONIT00000026310	heparan sulfate (glucosamine) 3-O-sulfotransferase 1-like1 [Source:ZFIN;Acc:ZDB-GENE-070202-2]
ENSONIG00000020985	ENSONIT00000026311	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026288}  [Source:UniProtKB/TrEMBL;Acc:I3KYU1]
ENSONIG00000020986	ENSONIT00000026312	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026289}  [Source:UniProtKB/TrEMBL;Acc:I3KYU2]
ENSONIG00000020987	ENSONIT00000026313	
ENSONIG00000020988	ENSONIT00000026314	apolipoprotein O, a [Source:ZFIN;Acc:ZDB-GENE-031118-91]
ENSONIG00000020989	ENSONIT00000026315	myeloid-associated differentiation marker [Source:HGNC Symbol;Acc:HGNC:7544]
ENSONIG00000020990	ENSONIT00000026316	forkhead box B2 [Source:ZFIN;Acc:ZDB-GENE-081104-320]
ENSONIG00000020991	ENSONIT00000026317	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026294}  [Source:UniProtKB/TrEMBL;Acc:I3KYU7]
ENSONIG00000020992	ENSONIT00000026318	small integral membrane protein 15 [Source:ZFIN;Acc:ZDB-GENE-070410-48]
ENSONIG00000020993	ENSONIT00000026319	forkhead box D5 [Source:ZFIN;Acc:ZDB-GENE-980605-4]
ENSONIG00000020994	ENSONIT00000026320	5-hydroxytryptamine (serotonin) receptor 1A a [Source:ZFIN;Acc:ZDB-GENE-071203-1]
ENSONIG00000020995	ENSONIT00000026321	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026298}  [Source:UniProtKB/TrEMBL;Acc:I3KYV1]
ENSONIG00000020996	ENSONIT00000026322	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026299}  [Source:UniProtKB/TrEMBL;Acc:I3KYV2]
ENSONIG00000020997	ENSONIT00000026323	myosin, light chain 4, alkali; atrial, embryonic [Source:HGNC Symbol;Acc:HGNC:7585]
ENSONIG00000020998	ENSONIT00000026324	tripartite motif-containing 32 [Source:ZFIN;Acc:ZDB-GENE-060428-1]
ENSONIG00000020999	ENSONIT00000026325	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026302}  [Source:UniProtKB/TrEMBL;Acc:I3KYV5]
ENSONIG00000021000	ENSONIT00000026326	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000025986}  [Source:UniProtKB/TrEMBL;Acc:I3KXZ0]
ENSONIG00000021001	ENSONIT00000026327	hydroxycarboxylic acid receptor 1-2 [Source:ZFIN;Acc:ZDB-GENE-111111-6]
ENSONIG00000021002	ENSONIT00000026328	cholesterol 25-hydroxylase like 2 [Source:ZFIN;Acc:ZDB-GENE-080204-82]
ENSONIG00000021003	ENSONIT00000026329	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026306}  [Source:UniProtKB/TrEMBL;Acc:I3KYV9]
ENSONIG00000021004	ENSONIT00000026330	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026307}  [Source:UniProtKB/TrEMBL;Acc:I3KYW0]
ENSONIG00000021005	ENSONIT00000026331	ints3 and nabp interacting protein [Source:ZFIN;Acc:ZDB-GENE-040426-961]
ENSONIG00000021006	ENSONIT00000026332	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026309}  [Source:UniProtKB/TrEMBL;Acc:I3KYW2]
ENSONIG00000021007	ENSONIT00000026333	2-aminoethanethiol (cysteamine) dioxygenase b [Source:ZFIN;Acc:ZDB-GENE-040426-2267]
ENSONIG00000021008	ENSONIT00000026334	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026311}  [Source:UniProtKB/TrEMBL;Acc:I3KYW4]
ENSONIG00000021009	ENSONIT00000026335	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026312}  [Source:UniProtKB/TrEMBL;Acc:I3KYW5]
ENSONIG00000021010	ENSONIT00000026336	odorant receptor, family A, subfamily 112, member 1 [Source:ZFIN;Acc:ZDB-GENE-990415-195]
ENSONIG00000021011	ENSONIT00000026337	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026314}  [Source:UniProtKB/TrEMBL;Acc:I3KYW7]
ENSONIG00000021012	ENSONIT00000026338	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026315}  [Source:UniProtKB/TrEMBL;Acc:I3KYW8]
ENSONIG00000021013	ENSONIT00000026339	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:916]
ENSONIG00000021014	ENSONIT00000026340	oxoglutarate (alpha-ketoglutarate) receptor 1b [Source:ZFIN;Acc:ZDB-GENE-070912-324]
ENSONIG00000021015	ENSONIT00000026341	nescient helix loop helix 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1809]
ENSONIG00000021016	ENSONIT00000026342	SLIT and NTRK-like family, member 1 [Source:HGNC Symbol;Acc:HGNC:20297]
ENSONIG00000021017	ENSONIT00000026343	SLIT and NTRK-like family, member 5 [Source:HGNC Symbol;Acc:HGNC:20295]
ENSONIG00000021018	ENSONIT00000026344	G protein-coupled receptor 34b [Source:ZFIN;Acc:ZDB-GENE-040823-1]
ENSONIG00000021019	ENSONIT00000026345	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026322}  [Source:UniProtKB/TrEMBL;Acc:I3KYX5]
ENSONIG00000021020	ENSONIT00000026346	SRY-box containing gene 1a [Source:ZFIN;Acc:ZDB-GENE-040718-186]
ENSONIG00000021021	ENSONIT00000026347	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]
ENSONIG00000021022	ENSONIT00000026348	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]
ENSONIG00000021023	ENSONIT00000026349	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]
ENSONIG00000021024	ENSONIT00000026350	pleckstrin homology-like domain, family A, member 1 [Source:ZFIN;Acc:ZDB-GENE-041010-103]
ENSONIG00000021025	ENSONIT00000026351	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026328}  [Source:UniProtKB/TrEMBL;Acc:I3KYY1]
ENSONIG00000021026	ENSONIT00000026352	zgc:171422 [Source:ZFIN;Acc:ZDB-GENE-080204-95]
ENSONIG00000021027	ENSONIT00000026353	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]
ENSONIG00000021028	ENSONIT00000026354	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026331}  [Source:UniProtKB/TrEMBL;Acc:I3KYY4]
ENSONIG00000021029	ENSONIT00000026355	cholinergic receptor, muscarinic 5a [Source:ZFIN;Acc:ZDB-GENE-080723-32]
ENSONIG00000021030	ENSONIT00000026356	gremlin 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:2001]
ENSONIG00000021031	ENSONIT00000026357	Oreochromis niloticus cytochrome P450 1C1 (cyp1c1), mRNA. [Source:RefSeq mRNA;Acc:NM_001279575]
ENSONIG00000021032	ENSONIT00000026358	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026335}  [Source:UniProtKB/TrEMBL;Acc:I3KYY8]
ENSONIG00000021033	ENSONIT00000026359	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026336}  [Source:UniProtKB/TrEMBL;Acc:I3KYY9]
ENSONIG00000021034	ENSONIT00000026360	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026337}  [Source:UniProtKB/TrEMBL;Acc:I3KYZ0]
ENSONIG00000021035	ENSONIT00000026361	cell division cycle associated 4 [Source:HGNC Symbol;Acc:HGNC:14625]
ENSONIG00000021036	ENSONIT00000026362	leucine rich repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:14965]
ENSONIG00000021037	ENSONIT00000026363	Claudin {ECO:0000256|RuleBase:RU060637}  [Source:UniProtKB/TrEMBL;Acc:I3KYZ3]
ENSONIG00000021038	ENSONIT00000026364	glycoprotein Ib (platelet), alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:4439]
ENSONIG00000021039	ENSONIT00000026365	ADP-ribosylation factor-like 4Cb [Source:ZFIN;Acc:ZDB-GENE-040426-2382]
ENSONIG00000021040	ENSONIT00000026366	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026343}  [Source:UniProtKB/TrEMBL;Acc:I3KYZ6]
ENSONIG00000021041	ENSONIT00000026367	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026344}  [Source:UniProtKB/TrEMBL;Acc:I3KYZ7]
ENSONIG00000021042	ENSONIT00000026368	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026345}  [Source:UniProtKB/TrEMBL;Acc:I3KYZ8]
ENSONIG00000021043	ENSONIT00000026369	brain abundant, membrane attached signal protein 1 [Source:ZFIN;Acc:ZDB-GENE-070424-158]
ENSONIG00000021044	ENSONIT00000026370	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2a [Source:ZFIN;Acc:ZDB-GENE-090312-192]
ENSONIG00000021045	ENSONIT00000026371	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026348}  [Source:UniProtKB/TrEMBL;Acc:I3KZ01]
ENSONIG00000021046	ENSONIT00000026372	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026349}  [Source:UniProtKB/TrEMBL;Acc:I3KZ02]
ENSONIG00000021047	ENSONIT00000026373	jun D proto-oncogene [Source:ZFIN;Acc:ZDB-GENE-070725-2]
ENSONIG00000021048	ENSONIT00000026374	ubiquitin-fold modifier conjugating enzyme 1 [Source:ZFIN;Acc:ZDB-GENE-040801-268]
ENSONIG00000021049	ENSONIT00000026375	immediate early response 5-like [Source:ZFIN;Acc:ZDB-GENE-030131-5134]
ENSONIG00000021050	ENSONIT00000026376	zgc:153924 [Source:ZFIN;Acc:ZDB-GENE-060929-812]
ENSONIG00000021051	ENSONIT00000026377	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]
ENSONIG00000021052	ENSONIT00000026378	BRCA1/BRCA2-containing complex, subunit 3 [Source:ZFIN;Acc:ZDB-GENE-100215-1]
ENSONIG00000021053	ENSONIT00000026379	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]
ENSONIG00000021054	ENSONIT00000026380	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]
ENSONIG00000021055	ENSONIT00000026381	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]
ENSONIG00000021056	ENSONIT00000026382	5-hydroxytryptamine (serotonin) receptor 1A b [Source:ZFIN;Acc:ZDB-GENE-090409-2]
ENSONIG00000021057	ENSONIT00000026383	pro-melanin-concentrating hormone, like [Source:ZFIN;Acc:ZDB-GENE-030131-7863]
ENSONIG00000021058	ENSONIT00000026384	transmembrane protein 203 [Source:ZFIN;Acc:ZDB-GENE-040718-225]
ENSONIG00000021059	ENSONIT00000026385	suppressor of cytokine signaling 9 [Source:ZFIN;Acc:ZDB-GENE-030131-4065]
ENSONIG00000021060	ENSONIT00000026386	hypermethylated in cancer 1 [Source:ZFIN;Acc:ZDB-GENE-040713-2]
ENSONIG00000021061	ENSONIT00000026387	dual specificity phosphatase 14 [Source:ZFIN;Acc:ZDB-GENE-041010-162]
ENSONIG00000021062	ENSONIT00000026388	
ENSONIG00000021063	ENSONIT00000026389	insulinoma-associated 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2602]
ENSONIG00000021064	ENSONIT00000026390	connexin 35.4 [Source:ZFIN;Acc:ZDB-GENE-050417-174]
ENSONIG00000021065	ENSONIT00000026391	connexin 34.4 [Source:ZFIN;Acc:ZDB-GENE-040406-3]
ENSONIG00000021066	ENSONIT00000026392	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026368}  [Source:UniProtKB/TrEMBL;Acc:I3KZ21]
ENSONIG00000021067	ENSONIT00000026393	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026369}  [Source:UniProtKB/TrEMBL;Acc:I3KZ22]
ENSONIG00000021068	ENSONIT00000026394	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026370}  [Source:UniProtKB/TrEMBL;Acc:I3KZ23]
ENSONIG00000021069	ENSONIT00000026395	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026371}  [Source:UniProtKB/TrEMBL;Acc:I3KZ24]
ENSONIG00000021070	ENSONIT00000026396	nuclear factor, interleukin 3 regulated, member 6 [Source:ZFIN;Acc:ZDB-GENE-040704-63]
ENSONIG00000021071	ENSONIT00000026397	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026373}  [Source:UniProtKB/TrEMBL;Acc:I3KZ26]
ENSONIG00000021072	ENSONIT00000026398	jun B proto-oncogene b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]
ENSONIG00000021073	ENSONIT00000026399	sphingosine-1-phosphate receptor 5a [Source:ZFIN;Acc:ZDB-GENE-041114-188]
ENSONIG00000021074	ENSONIT00000026400	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026376}  [Source:UniProtKB/TrEMBL;Acc:I3KZ29]
ENSONIG00000021075	ENSONIT00000026401	piggyBac transposable element derived 4 [Source:HGNC Symbol;Acc:HGNC:19401]
ENSONIG00000021076	ENSONIT00000026402	major facilitator superfamily domain containing 6-like [Source:ZFIN;Acc:ZDB-GENE-040801-105]
ENSONIG00000021077	ENSONIT00000026403	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026379}  [Source:UniProtKB/TrEMBL;Acc:I3KZ32]
ENSONIG00000021078	ENSONIT00000026404	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026380}  [Source:UniProtKB/TrEMBL;Acc:I3KZ33]
ENSONIG00000021079	ENSONIT00000026405	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026381}  [Source:UniProtKB/TrEMBL;Acc:I3KZ34]
ENSONIG00000021080	ENSONIT00000026406	rapunzel 4 [Source:ZFIN;Acc:ZDB-GENE-050417-472]
ENSONIG00000021081	ENSONIT00000026407	rapunzel 5 [Source:ZFIN;Acc:ZDB-GENE-030131-4678]
ENSONIG00000021082	ENSONIT00000026408	rapunzel [Source:ZFIN;Acc:ZDB-GENE-070117-651]
ENSONIG00000021083	ENSONIT00000026409	phosphorylated adaptor for RNA export [Source:ZFIN;Acc:ZDB-GENE-040822-42]
ENSONIG00000021084	ENSONIT00000026410	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026386}  [Source:UniProtKB/TrEMBL;Acc:I3KZ39]
ENSONIG00000021085	ENSONIT00000026411	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026387}  [Source:UniProtKB/TrEMBL;Acc:I3KZ40]
ENSONIG00000021086	ENSONIT00000026412	fin bud initiation factor a [Source:ZFIN;Acc:ZDB-GENE-111031-2]
ENSONIG00000021087	ENSONIT00000026413	UDP glucuronosyltransferase 5 family, polypeptide A1 [Source:ZFIN;Acc:ZDB-GENE-051120-60]
ENSONIG00000021088	ENSONIT00000026414	G protein-coupled receptor 22 [Source:HGNC Symbol;Acc:HGNC:4477]
ENSONIG00000021089	ENSONIT00000026415	si:ch211-119o8.4 [Source:ZFIN;Acc:ZDB-GENE-070912-15]
ENSONIG00000021090	ENSONIT00000026416	potassium voltage-gated channel, shaker-related, subfamily, member 6 [Source:ZFIN;Acc:ZDB-GENE-080722-21]
ENSONIG00000021091	ENSONIT00000026417	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026393}  [Source:UniProtKB/TrEMBL;Acc:I3KZ46]
ENSONIG00000021092	ENSONIT00000026418	si:ch211-132g1.1 [Source:ZFIN;Acc:ZDB-GENE-090313-24]
ENSONIG00000021093	ENSONIT00000026419	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026395}  [Source:UniProtKB/TrEMBL;Acc:I3KZ48]
ENSONIG00000021094	ENSONIT00000026420	dopamine receptor D1b [Source:ZFIN;Acc:ZDB-GENE-070524-2]
ENSONIG00000021095	ENSONIT00000026421	Claudin {ECO:0000256|RuleBase:RU060637}  [Source:UniProtKB/TrEMBL;Acc:I3KZ50]
ENSONIG00000021096	ENSONIT00000026422	claudin b [Source:ZFIN;Acc:ZDB-GENE-010328-2]
ENSONIG00000021097	ENSONIT00000026423	Claudin {ECO:0000256|RuleBase:RU060637}  [Source:UniProtKB/TrEMBL;Acc:I3KZ52]
ENSONIG00000021098	ENSONIT00000026424	Claudin {ECO:0000256|RuleBase:RU060637}  [Source:UniProtKB/TrEMBL;Acc:I3KZ53]
ENSONIG00000021099	ENSONIT00000026425	claudin d [Source:ZFIN;Acc:ZDB-GENE-010328-4]
ENSONIG00000021100	ENSONIT00000026426	claudin e [Source:ZFIN;Acc:ZDB-GENE-010328-5]
ENSONIG00000021101	ENSONIT00000026427	Claudin {ECO:0000256|RuleBase:RU060637}  [Source:UniProtKB/TrEMBL;Acc:I3KZ56]
ENSONIG00000021102	ENSONIT00000026428	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026404}  [Source:UniProtKB/TrEMBL;Acc:I3KZ57]
ENSONIG00000021103	ENSONIT00000026429	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026405}  [Source:UniProtKB/TrEMBL;Acc:I3KZ58]
ENSONIG00000021104	ENSONIT00000026430	G protein-coupled receptor 1 [Source:ZFIN;Acc:ZDB-GENE-091204-457]
ENSONIG00000021105	ENSONIT00000026431	si:dkey-276l13.6 [Source:ZFIN;Acc:ZDB-GENE-120215-203]
ENSONIG00000021106	ENSONIT00000026432	reprimo, TP53 dependent G2 arrest mediator candidate b [Source:ZFIN;Acc:ZDB-GENE-040426-1779]
ENSONIG00000021107	ENSONIT00000026433	tripartite motif containing 35 [Source:HGNC Symbol;Acc:HGNC:16285]
ENSONIG00000021108	ENSONIT00000026434	LAS1-like (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-3625]
ENSONIG00000021109	ENSONIT00000026435	LAS1-like (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-3625]
ENSONIG00000021110	ENSONIT00000026436	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026412}  [Source:UniProtKB/TrEMBL;Acc:I3KZ65]
ENSONIG00000021111	ENSONIT00000026437	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026413}  [Source:UniProtKB/TrEMBL;Acc:I3KZ66]
ENSONIG00000021112	ENSONIT00000026438	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026414}  [Source:UniProtKB/TrEMBL;Acc:I3KZ67]
ENSONIG00000021113	ENSONIT00000026439	POU class 3 homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-980526-372]
ENSONIG00000021114	ENSONIT00000026440	proline-rich nuclear receptor coactivator 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5475]
ENSONIG00000021115	ENSONIT00000026441	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026417}  [Source:UniProtKB/TrEMBL;Acc:I3KZ70]
ENSONIG00000021116	ENSONIT00000026442	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026418}  [Source:UniProtKB/TrEMBL;Acc:I3KZ71]
ENSONIG00000021117	ENSONIT00000026443	adrenergic, alpha-2A-, receptor [Source:ZFIN;Acc:ZDB-GENE-021010-1]
ENSONIG00000021118	ENSONIT00000026444	transmembrane protein 186 [Source:HGNC Symbol;Acc:HGNC:24530]
ENSONIG00000021119	ENSONIT00000026445	Claudin {ECO:0000256|RuleBase:RU060637}  [Source:UniProtKB/TrEMBL;Acc:I3KZ74]
ENSONIG00000021120	ENSONIT00000026446	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026422}  [Source:UniProtKB/TrEMBL;Acc:I3KZ75]
ENSONIG00000021121	ENSONIT00000026447	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026423}  [Source:UniProtKB/TrEMBL;Acc:I3KZ76]
ENSONIG00000021122	ENSONIT00000026448	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026424}  [Source:UniProtKB/TrEMBL;Acc:I3KZ77]
ENSONIG00000021123	ENSONIT00000026449	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026425}  [Source:UniProtKB/TrEMBL;Acc:I3KZ78]
ENSONIG00000021124	ENSONIT00000026450	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026426}  [Source:UniProtKB/TrEMBL;Acc:I3KZ79]
ENSONIG00000021125	ENSONIT00000026451	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026427}  [Source:UniProtKB/TrEMBL;Acc:I3KZ80]
ENSONIG00000021126	ENSONIT00000026452	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026428}  [Source:UniProtKB/TrEMBL;Acc:I3KZ81]
ENSONIG00000021127	ENSONIT00000026453	WNT1 inducible signaling pathway protein 2 [Source:ZFIN;Acc:ZDB-GENE-060223-1]
ENSONIG00000021128	ENSONIT00000026454	WNT1 inducible signaling pathway protein 2 [Source:ZFIN;Acc:ZDB-GENE-060223-1]
ENSONIG00000021129	ENSONIT00000026455	WNT1 inducible signaling pathway protein 2 [Source:ZFIN;Acc:ZDB-GENE-060223-1]
ENSONIG00000021130	ENSONIT00000026456	G protein-coupled receptor 182 [Source:ZFIN;Acc:ZDB-GENE-030131-2361]
ENSONIG00000021131	ENSONIT00000026457	WNT1 inducible signaling pathway protein 2 [Source:ZFIN;Acc:ZDB-GENE-060223-1]
ENSONIG00000021132	ENSONIT00000026458	UDP glucuronosyltransferase 5 family, polypeptide E1 [Source:ZFIN;Acc:ZDB-GENE-081105-106]
ENSONIG00000021133	ENSONIT00000026459	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026435}  [Source:UniProtKB/TrEMBL;Acc:I3KZ88]
ENSONIG00000021134	ENSONIT00000026460	G0/G1 switch gene 2 [Source:ZFIN;Acc:ZDB-GENE-081022-103]
ENSONIG00000021135	ENSONIT00000026461	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026437}  [Source:UniProtKB/TrEMBL;Acc:I3KZ90]
ENSONIG00000021136	ENSONIT00000026462	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026438}  [Source:UniProtKB/TrEMBL;Acc:I3KZ91]
ENSONIG00000021137	ENSONIT00000026463	CCAAT/enhancer binding protein (C/EBP), beta [Source:ZFIN;Acc:ZDB-GENE-020111-3]
ENSONIG00000021138	ENSONIT00000026464	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]
ENSONIG00000021139	ENSONIT00000026465	G protein-coupled receptor 173 [Source:HGNC Symbol;Acc:HGNC:18186]
ENSONIG00000021140	ENSONIT00000026466	glycoprotein IX (platelet) [Source:HGNC Symbol;Acc:HGNC:4444]
ENSONIG00000021141	ENSONIT00000026467	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4 [Source:ZFIN;Acc:ZDB-GENE-081104-482]
ENSONIG00000021142	ENSONIT00000026468	Rhodopsin {ECO:0000256|RuleBase:RU004951}  [Source:UniProtKB/TrEMBL;Acc:Q4VPV2]
ENSONIG00000021143	ENSONIT00000026469	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026445}  [Source:UniProtKB/TrEMBL;Acc:I3KZ98]
ENSONIG00000021144	ENSONIT00000026470	adhesion molecule with Ig-like domain 3 [Source:HGNC Symbol;Acc:HGNC:24075]
ENSONIG00000021145	ENSONIT00000026471	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026447}  [Source:UniProtKB/TrEMBL;Acc:I3KZA0]
ENSONIG00000021146	ENSONIT00000026472	basic helix-loop-helix family, member e23 [Source:ZFIN;Acc:ZDB-GENE-050913-22]
ENSONIG00000021147	ENSONIT00000026473	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian) [Source:ZFIN;Acc:ZDB-GENE-980526-515]
ENSONIG00000021148	ENSONIT00000026474	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026169}  [Source:UniProtKB/TrEMBL;Acc:I3KYH2]
ENSONIG00000021149	ENSONIT00000026475	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026451}  [Source:UniProtKB/TrEMBL;Acc:I3KZA4]
ENSONIG00000021150	ENSONIT00000026476	lysophosphatidic acid receptor 5b [Source:ZFIN;Acc:ZDB-GENE-081022-116]
ENSONIG00000021151	ENSONIT00000026477	Gap junction protein {ECO:0000256|RuleBase:RU000630}  [Source:UniProtKB/TrEMBL;Acc:I3KZA6]
ENSONIG00000021152	ENSONIT00000026478	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026454}  [Source:UniProtKB/TrEMBL;Acc:I3KZA7]
ENSONIG00000021153	ENSONIT00000026479	leucine rich repeat neuronal 3 [Source:HGNC Symbol;Acc:HGNC:17200]
ENSONIG00000021154	ENSONIT00000026480	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026456}  [Source:UniProtKB/TrEMBL;Acc:I3KZA9]
ENSONIG00000021155	ENSONIT00000026481	adenosine deaminase, tRNA-specific 3 [Source:ZFIN;Acc:ZDB-GENE-030616-531]
ENSONIG00000021156	ENSONIT00000026482	alkB, alkylation repair homolog 6 (E. coli) [Source:ZFIN;Acc:ZDB-GENE-060407-1]
ENSONIG00000021157	ENSONIT00000026483	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026459}  [Source:UniProtKB/TrEMBL;Acc:I3KZB2]
ENSONIG00000021158	ENSONIT00000026484	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026460}  [Source:UniProtKB/TrEMBL;Acc:I3KZB3]
ENSONIG00000021159	ENSONIT00000026485	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026461}  [Source:UniProtKB/TrEMBL;Acc:I3KZB4]
ENSONIG00000021160	ENSONIT00000026486	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026462}  [Source:UniProtKB/TrEMBL;Acc:I3KZB5]
ENSONIG00000021161	ENSONIT00000026487	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026463}  [Source:UniProtKB/TrEMBL;Acc:I3KZB6]
ENSONIG00000021162	ENSONIT00000026488	growth arrest-specific 1a [Source:ZFIN;Acc:ZDB-GENE-050302-155]
ENSONIG00000021163	ENSONIT00000026489	myeloid-associated differentiation marker [Source:HGNC Symbol;Acc:HGNC:7544]
ENSONIG00000021164	ENSONIT00000026490	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026466}  [Source:UniProtKB/TrEMBL;Acc:I3KZB9]
ENSONIG00000021165	ENSONIT00000026491	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026467}  [Source:UniProtKB/TrEMBL;Acc:I3KZC0]
ENSONIG00000021166	ENSONIT00000026492	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000026468}  [Source:UniProtKB/TrEMBL;Acc:I3KZC1]
